100,100,7948
0,0,4.491117
1,0,2.690370
2,0,-5.088951
3,0,9.051245
4,0,-4.471898
6,0,2.348173
7,0,0.419780
8,0,6.710392
9,0,7.734063
10,0,2.294256
12,0,-1.070043
14,0,6.862527
15,0,8.401891
16,0,-2.603518
17,0,-4.768742
18,0,-2.759750
21,0,-0.304348
22,0,-7.244040
23,0,-6.859814
24,0,6.451718
25,0,-9.201146
26,0,10.625812
27,0,6.277740
28,0,-7.912829
30,0,10.328329
31,0,-4.146331
34,0,2.392593
35,0,-3.193801
36,0,0.895583
39,0,0.143059
41,0,4.390464
42,0,2.100997
44,0,8.044832
45,0,0.163029
47,0,11.648300
48,0,-5.873211
49,0,5.041019
50,0,11.376807
51,0,5.579728
52,0,5.374231
53,0,-8.525741
55,0,4.661168
56,0,11.059232
57,0,5.255177
58,0,5.270163
61,0,-4.236353
62,0,-3.896385
63,0,8.962927
64,0,11.668080
65,0,-6.225051
66,0,1.401490
67,0,-0.607232
73,0,-0.720702
74,0,4.330251
75,0,4.741337
76,0,-7.735061
77,0,-9.480981
78,0,-6.532743
79,0,7.098958
80,0,-0.963782
81,0,-7.744286
82,0,7.253748
83,0,-7.236243
84,0,11.015510
85,0,2.248215
86,0,7.135538
87,0,8.118925
88,0,-4.577532
89,0,-0.832268
90,0,6.601409
91,0,10.811984
92,0,11.439216
93,0,-5.739934
94,0,7.838113
95,0,-4.407864
96,0,9.258096
97,0,-7.137633
98,0,7.996333
99,0,10.851760
0,1,8.232605
1,1,5.087189
2,1,-8.654527
3,1,8.659861
5,1,-6.454177
6,1,-2.713012
7,1,-2.827251
8,1,-8.760862
9,1,-0.816998
10,1,-0.182997
11,1,-8.498092
12,1,11.122989
13,1,11.137269
14,1,-1.509602
15,1,2.206654
16,1,-0.835506
17,1,7.641474
18,1,6.050285
20,1,9.679254
22,1,10.706702
23,1,1.242771
24,1,6.142076
25,1,8.048254
26,1,2.226074
27,1,0.584505
28,1,-9.060398
29,1,-3.456126
30,1,-2.213706
31,1,3.178167
32,1,-8.405301
33,1,-5.514081
34,1,-8.803535
35,1,-4.599740
36,1,6.612722
38,1,-0.853964
39,1,4.815592
40,1,2.085994
41,1,-3.202482
44,1,-5.345876
45,1,6.833938
46,1,5.531024
47,1,-3.583630
49,1,1.795870
50,1,-1.808721
52,1,10.132903
53,1,7.673753
54,1,0.531927
56,1,10.903519
58,1,1.322084
59,1,4.796956
60,1,2.472270
61,1,-4.558210
62,1,7.193326
64,1,11.260448
65,1,-3.295737
66,1,-3.303492
67,1,-0.193944
68,1,8.080553
69,1,1.658678
70,1,5.519482
71,1,-3.219272
72,1,5.716116
74,1,-8.022017
75,1,10.039572
76,1,-8.655477
77,1,9.478711
78,1,4.364684
79,1,-2.336425
80,1,-0.341566
81,1,10.627187
82,1,3.576684
83,1,10.209517
84,1,3.463380
85,1,5.820044
86,1,-0.805421
87,1,10.956189
88,1,-1.113019
89,1,-2.500777
90,1,1.511002
91,1,-7.659620
93,1,-1.581462
94,1,9.002312
95,1,4.110627
96,1,-2.524886
98,1,10.721384
99,1,-1.740639
0,2,-1.805944
1,2,8.717952
2,2,-7.769496
3,2,9.324494
4,2,5.547004
6,2,-0.087160
7,2,6.938694
8,2,11.667084
9,2,8.443654
10,2,8.464509
11,2,-6.594368
12,2,-8.632414
15,2,1.824060
16,2,1.905677
17,2,-5.619802
18,2,-5.708356
19,2,-7.721170
24,2,11.768070
25,2,9.021239
26,2,8.048327
27,2,11.722528
28,2,-6.576319
30,2,2.090548
31,2,3.662425
32,2,6.446445
33,2,5.157570
34,2,8.772480
35,2,7.601900
36,2,7.222841
37,2,7.867959
38,2,6.459718
39,2,8.183955
40,2,4.862069
41,2,2.535858
42,2,5.182393
44,2,4.072990
45,2,-9.172738
46,2,2.311116
47,2,-4.289909
48,2,-0.442526
49,2,-4.954023
50,2,5.329226
51,2,-1.268500
52,2,9.721922
53,2,-3.540332
56,2,7.399145
57,2,4.840601
58,2,0.829492
59,2,-3.262062
60,2,-5.325753
61,2,-3.383652
63,2,-8.706748
64,2,0.219264
66,2,-3.987730
67,2,3.650884
68,2,-5.126071
69,2,7.466158
70,2,11.779340
71,2,9.796781
73,2,-4.164487
75,2,5.279321
76,2,8.638651
77,2,1.589721
78,2,1.247271
79,2,-6.618609
80,2,7.722201
81,2,-7.434648
82,2,7.123340
84,2,3.351952
85,2,5.414171
86,2,-6.013446
87,2,-1.614734
88,2,-6.076177
89,2,8.360412
90,2,-6.180607
91,2,1.433128
95,2,10.824699
96,2,4.982497
98,2,6.631451
0,3,4.467287
1,3,10.665021
2,3,5.828882
4,3,10.296229
5,3,3.606639
7,3,-7.876006
9,3,9.982105
10,3,6.934368
11,3,-7.252560
12,3,9.747183
13,3,9.573029
14,3,-5.332437
16,3,-0.155607
17,3,4.613855
19,3,-9.023693
20,3,3.974913
22,3,6.647877
23,3,11.162232
24,3,-5.859596
25,3,3.829910
26,3,6.026633
27,3,-1.458037
30,3,2.891780
32,3,-5.206820
33,3,-6.040226
34,3,5.356129
35,3,3.520900
36,3,8.019028
37,3,-1.605504
39,3,0.478050
40,3,-5.223444
41,3,-3.758920
42,3,7.910473
43,3,2.127333
44,3,9.923199
45,3,2.179075
48,3,8.049121
49,3,5.835430
51,3,8.286619
52,3,-5.907102
53,3,-4.741243
54,3,1.788170
55,3,4.734786
56,3,7.069932
57,3,4.393080
58,3,2.784073
59,3,4.729142
61,3,11.072577
62,3,-8.246868
63,3,-2.188996
64,3,-7.214364
65,3,-1.242170
66,3,-1.446911
68,3,-0.724109
69,3,9.239629
70,3,1.370389
71,3,4.653951
73,3,8.971051
74,3,1.117770
75,3,1.542279
76,3,6.158737
77,3,2.515701
78,3,10.339239
79,3,4.739286
80,3,10.998301
81,3,11.433010
82,3,-3.908108
86,3,-3.487925
87,3,-5.697548
88,3,2.708315
89,3,7.322528
90,3,2.524024
91,3,2.395032
92,3,7.029991
93,3,-7.855043
94,3,-9.212236
97,3,-3.112218
98,3,-3.664397
99,3,5.891359
0,4,10.122821
2,4,3.009650
4,4,7.215104
5,4,-4.905622
6,4,-9.064431
7,4,3.972214
8,4,9.425306
9,4,0.885116
11,4,9.024299
12,4,9.957318
13,4,-3.518161
14,4,-2.427269
15,4,8.595102
16,4,-2.728109
18,4,-6.324148
21,4,-3.819591
22,4,-8.841214
23,4,10.025408
25,4,7.822326
26,4,3.390400
28,4,8.309031
29,4,5.190966
30,4,2.185162
31,4,-0.872358
33,4,6.763758
36,4,-8.017033
37,4,-0.203606
38,4,-5.979186
40,4,6.282653
